Product Name,Price,Category
Bonduelle kukuruz gold 170 g,"2,12 €",konzervirano povrce 
Fiamma koncentrirana rajčica 400 g,"2,52 €",konzervirano povrce 
"Podravka grašak 850 g, ocijeđena masa 520 g","2,92 €",konzervirano povrce 
Podravka Pasirana Rajčica 500 ml,"1,09 €",konzervirano povrce 
Bonduelle grašak konzerva 200 g,"2,12 €",konzervirano povrce 
Bakina zimnica kisela paprika rezana 670 g,"2,69 €",konzervirano povrce 
Bakina zimnica kisela crvena paprika rezana 670 g,"2,69 €",konzervirano povrce 
Bakina zimnica feferoni ljuti 310 g,"1,89 €",konzervirano povrce 
Bakina zimnica cikla rezana 670 g,"2,02 €",konzervirano povrce 
Fiamma pelat rajčica 400 g,"1,39 €",konzervirano povrce 
Zvijezda crne masline 700 g,"5,05 €",konzervirano povrce 
Podravka feferoni blagi staklenka 600 g,"3,42 €",konzervirano povrce 
Kapari 200g Natureta,"4,22 €",konzervirano povrce 
Verdeamo Grah Šareni Konzerva 800 g,"2,12 €",konzervirano povrce 
Verdeamo Rajčica Pelat 800 g,"2,62 €",konzervirano povrce 
Verdeamo Rajčica Pasirana 680 g,"1,39 €",konzervirano povrce 
Verdeamo Rajčica Pelat 400 g,"1,39 €",konzervirano povrce 
Verdeamo grašak 400 g,"1,45 €",konzervirano povrce 
Podravka grah crveni 400 g,"1,65 €",konzervirano povrce 
Zvijezda kiseli krastavci 670 g,"3,82 €",konzervirano povrce 
Podravka miješana salata 300 g,"3,19 €",konzervirano povrce 
Bakina zimnica kiseli krastavci ii. klase 670 g,"2,19 €",konzervirano povrce 
Fiamma pasirana rajčica 500 g,"1,09 €",konzervirano povrce 
Bonduelle grašak 400 g,"2,29 €",konzervirano povrce 
Bakina zimnica feferoni blagi 310 g,"1,89 €",konzervirano povrce 
Podravka fileti crvene paprike 660 g,"4,19 €",konzervirano povrce 
Oliveta masline zelene s košticom 720 g,"2,72 €",konzervirano povrce 
Verdeamo pasirana rajčica 500 g,"1,05 €",konzervirano povrce 
"Podravka cikla 660 g, ocijeđena masa 380g","2,19 €",konzervirano povrce 
Fiamma konzerva slanutak 400 g,"0,92 €",konzervirano povrce 
Verdeamo grašak 800 g,"2,39 €",konzervirano povrce 
Fiamma rajčica pelat 800g,"2,72 €",konzervirano povrce 
Bakina zimnica kisela miješana salata 680 g,"2,62 €",konzervirano povrce 
Verdeamo šampinjoni rezani 400 g,"1,09 €",konzervirano povrce 
Bakina zimnica kisela paprika pečena 680 g,"3,39 €",konzervirano povrce 
Verdeamo kukuruz šećerac 340 g,"1,49 €",konzervirano povrce 
Verdeamo Grah Šareni Konzerva 400 g,"1,09 €",konzervirano povrce 
Natureta kapulice 150 g,"2,65 €",konzervirano povrce 
Grah crveni 800g Podravka,"2,75 €",konzervirano povrce 
Zvijezda masline crne odgorčene 200 g,"3,62 €",konzervirano povrce 
Zvijezda zelene masline odgorčene 350 g,"2,82 €",konzervirano povrce 
Podravka grah smeđi 800 g,"1,65 €",konzervirano povrce 
Podravka pelat rajčice 400 g,"2,19 €",konzervirano povrce 
Podravka šampinjoni rezani 400 g,"2,42 €",konzervirano povrce 
Podravka koncentrat rajčice 120 g,"2,12 €",konzervirano povrce 
Podravka grašak 420 g,"1,62 €",konzervirano povrce 
Podravka sjeckana rajčica 400 g,"1,46 €",konzervirano povrce 
Bonduelle teksaški mix 340 g,"2,46 €",konzervirano povrce 
Bonduelle crveni grah kukuruz i chily 430 g,"2,38 €",konzervirano povrce 
Podravka kukuruz šećerac 340 g,"1,92 €",konzervirano povrce 
Bakina zimnica kiseli krastavci 670g,"2,75 €",konzervirano povrce 
Podravka kompot breskva 820 g,"4,42 €",konzervirano voce 
Podravka kompot višnja bez koštica 680 g,"2,49 €",konzervirano voce 
Fruttamo kompot višnja bez koštice 680 g,"2,09 €",konzervirano voce 
Eva sardina s povrćem 100 g,"1,87 €",konzervirana riba 
Regina di mare sardine u biljnom ulju 105 g,"1,37 €",konzervirana riba 
Podravka eva tuna komadi u biljnom ulju 160 g,"3,85 €",konzervirana riba 
Regina di mare tuna komadići u ulju 185 g,"2,05 €",konzervirana riba 
Adriatic queen tuna fileti u biljnom ulju 105 g,"4,15 €",konzervirana riba 
Adriatic queen oslić a la bakalar 105 g,"3,95 €",konzervirana riba 
Regina di mare sardine s povrćem 105 g,"0,99 €",konzervirana riba 
Izola brand skuša s povrćem 1 pak 3x125 g,"8,05 €",konzervirana riba 
Eva sardina u biljnom ulju 100g,"1,77 €",konzervirana riba 
Tuna odrezak u suncokretovom ulju 170 g,"3,22 €",konzervirana riba 
Giana tuna salata mexico 185 g,"2,59 €",konzervirana riba 
Giana tuna salata italiano 185 g,"2,59 €",konzervirana riba 
Podravka eva tuna komadići u biljnom ulju 160 g,"2,45 €",konzervirana riba 
Regina di mare tuna komadi u ulju 185 g,"2,95 €",konzervirana riba 
Rio Mare insalatissime salata od tune kukuruz 160 g,"5,05 €",konzervirana riba 
Rio Mare insalatissime grah i tunjevina 160 g,"5,05 €",konzervirana riba 
Rio Mare tuna s maslinovim uljem 2x80 g,"5,25 €",konzervirana riba 
Rio Mare tuna u maslinovom ulju 160 g,"4,82 €",konzervirana riba 
Rio Mare tuna s maslinovim uljem 1 pak 3x80 g,"7,45 €",konzervirana riba 
Rio mare insalatissime cus cus 160 g,"5,05 €",konzervirana riba 
Rio Mare insalatissime mexicana salata od tune 160 g,"5,05 €",konzervirana riba 
Podravka eva tuna salata mexico 160 g,"4,42 €",konzervirana riba 
Eva Tuna Salata Mediterana 160g,"4,42 €",konzervirana riba 
Rio Mare pašteta tuna 100 g,"4,05 €",konzervirana riba 
Regina di mare tuna pašteta 95 g,"1,57 €",konzervirana riba 
Rio Mare tuna u vlastitom soku 160 g,"4,19 €",konzervirana riba 
Rio mare komadi tune u suncokretovom ulju 160 g,"4,19 €",konzervirana riba 
Delamaris izola brand skuša s povrćem 125 g,"2,92 €",konzervirana riba 
Pateamo pašteta jetrena 50 g,"0,53 €",pastete i mesne konzerve 
Podravka piketa pašteta čajna 95 g,"1,27 €",pastete i mesne konzerve 
Argeta sardina adriatica pašteta 95 g,"1,62 €",pastete i mesne konzerve 
Podravka šunka narezak 150g,"2,29 €",pastete i mesne konzerve 
Pateamo jetrena pašteta 100g,"1,09 €",pastete i mesne konzerve 
Pateamo čajna pašteta 100 g,"1,09 €",pastete i mesne konzerve 
Argeta pašteta jetrena 95 g,"1,62 €",pastete i mesne konzerve 
Argeta pašteta čajna 95 g,"1,62 €",pastete i mesne konzerve 
Podravka kokošja pašteta 135 g,"1,62 €",pastete i mesne konzerve 
Gavrilović pašteta pileća roasty 100 g,"1,52 €",pastete i mesne konzerve 
Podravka pašteta pileća 95 g,"1,49 €",pastete i mesne konzerve 
Gala mesni narezak 150 g,"1,65 €",pastete i mesne konzerve 
Podravka pašteta jetrena 95 g,"1,49 €",pastete i mesne konzerve 
Podravka pileća pašteta pikant 95 g,"1,49 €",pastete i mesne konzerve 
Podravka pašteta čajna 95 g,"1,49 €",pastete i mesne konzerve 
Argeta pašteta tuna 95 g,"2,39 €",pastete i mesne konzerve 
Argeta Pašteta Tuna Junior 95 g,"2,39 €",pastete i mesne konzerve 
Argeta pašteta tuna siciliana 95 g,"2,39 €",pastete i mesne konzerve 
Eva tuna pašteta classic 95 g,"1,99 €",pastete i mesne konzerve 
Argeta pašteta kokošja 95 g,"1,65 €",pastete i mesne konzerve 
Argeta junior pašteta kokošja 95 g,"1,65 €",pastete i mesne konzerve 
Rio Mare Pašteta Pate Losos 100 g,"4,05 €",pastete i mesne konzerve 
Gavrilović pašteta jetrena 30 g,"0,98 €",pastete i mesne konzerve 
Piknik mesni narezak 150 g,"1,77 €",pastete i mesne konzerve 
Gavrilović pašteta kokošja classic 100g,"1,52 €",pastete i mesne konzerve 
Pašteta tuna 100g Gavrilović,"1,38 €",pastete i mesne konzerve 
Gavrilović pašteta pileća classic 100 g,"1,52 €",pastete i mesne konzerve 
Gavrilović čajna pašteta 100 g,"1,65 €",pastete i mesne konzerve 
Adriatic queen pašteta od tune 95 g,"2,49 €",pastete i mesne konzerve 
Gavrilović pašteta jetrena 100 g,"1,65 €",pastete i mesne konzerve 
Mesni narezak 150 g podravka,"1,99 €",pastete i mesne konzerve 
Gavrilović mesni doručak 150 g,"1,58 €",pastete i mesne konzerve 
Gavrilović pašteta čajna 50 g,"1,25 €",pastete i mesne konzerve 
Gavrilović pašteta jetrena 50 g,"1,25 €",pastete i mesne konzerve 
Gavrilović pašteta jetrena 150 g,"2,59 €",pastete i mesne konzerve 
Apidal med kadulja 450 g,"11,29 €",med 
Apidal med kadulja 900g,"19,91 €",med 
Apidal med bagrem 450 g,"9,29 €",med 
Apidal med cvjetni 900 g,"14,60 €",med 
Apimel med lavanda 450 g,"5,65 €",med 
Apimel med ružmarin 450 g,"5,89 €",med 
Apimel Med Cvjetni 450 g,"4,25 €",med 
Podravka Med Cvjetni Vrcani 20 g,"0,28 €",med 
Mieloro Med Cvjetni 650 g,"5,45 €",med 
Apimel med kadulja premium 450 g,"5,75 €",med 
Mieloro med cvjetni 400 g,"4,09 €",med 
Apimel med bagrem 900g,"9,45 €",med 
Apimel med cvjetni 900 g,"7,45 €",med 
Podravka pekmez od šljiva 660 g,"4,65 €",marmelade dzemovi i pekmezi 
Podravka džem miješano voće 690 g,"3,72 €",marmelade dzemovi i pekmezi 
Bakina tajna extra džem divlja borovnica 375 g,"5,35 €",marmelade dzemovi i pekmezi 
Podravka džem šipak 360 g,"1,87 €",marmelade dzemovi i pekmezi 
Apimel kadulja premium 900 g,"9,49 €",marmelade dzemovi i pekmezi 
Bakina tajna extra džem marelica 375 g,"4,25 €",marmelade dzemovi i pekmezi 
Bakina tajna extra džem naranča 375 g,"4,15 €",marmelade dzemovi i pekmezi 
Dida boža džem smokva i naranča 240g,"3,85 €",marmelade dzemovi i pekmezi 
Podravka džem marelica 360 g,"1,99 €",marmelade dzemovi i pekmezi 
Podravka džem miješano voće 360 g,"1,65 €",marmelade dzemovi i pekmezi 
Podravka pekmez od šljiva 350 g,"3,59 €",marmelade dzemovi i pekmezi 
Ferrero nutella 200 g,"3,59 €",cokoladni namazi 
Nutella namaz 15g,"0,41 €",cokoladni namazi 
Ferrero nutella 400 g,"4,99 €",cokoladni namazi 
Lino lada duo 700 g,"7,15 €",cokoladni namazi 
Lino lada milk 700 g,"6,79 €",cokoladni namazi 
Lino lada namaz duo 160 g,"2,42 €",cokoladni namazi 
Lino lada namaz gold 160 g,"2,42 €",cokoladni namazi 
Lino lada milk čaša 350 g,"4,19 €",cokoladni namazi 
Podravka lino lada gold 350 g,"4,15 €",cokoladni namazi 
Podravka lino lada duo 400 g,"4,15 €",cokoladni namazi 
Nestlé fitness granola choco 300 g,"4,85 €",pahuljice granole i kase 
Advent zobene pahuljice sitne 500 g,"1,79 €",pahuljice granole i kase 
Advent pahuljice meki regulator probave 80 g,"1,45 €",pahuljice granole i kase 
Bruggen kukuruzne pahuljice 250 g,"2,72 €",pahuljice granole i kase 
Nestlé cheerios 375 g,"4,65 €",pahuljice granole i kase 
Nestle žitne loptice čokolada 375 g,"4,65 €",pahuljice granole i kase 
Boom box zobena kaša čokolada 60 g,"1,09 €",pahuljice granole i kase 
Boom box zobena kaša čokolada banana i lješnjak 300 g,"4,25 €",pahuljice granole i kase 
Podravka lino crunch žitne kuglice 225 g,"3,55 €",pahuljice granole i kase 
Boom box zobena granola šumsko voće kokos i badem 300 g,"4,25 €",pahuljice granole i kase 
Nestle žitne pahuljice 250 g,"2,62 €",pahuljice granole i kase 
Encian muesli sa 6 vrsta žitarica 1 kg,"6,49 €",pahuljice granole i kase 
Encian Corn Flakes 500 g,"3,89 €",pahuljice granole i kase 
Dr. Oetker vitalis muesli s medom 375 g,"4,65 €",pahuljice granole i kase 
Nestle Chocapic Čokoladne Školjke 250g,"2,39 €",pahuljice granole i kase 
Nestlé nesquik žitne loptice s okusom čokolade 225 g,"2,39 €",pahuljice granole i kase 
Dobra zobena kaša badem med vanilija 65 g,"1,17 €",pahuljice granole i kase 
Boom box kaša čokolada banana i ljušnjak 60 g,"1,09 €",pahuljice granole i kase 
Naturel muesli clasic 350 g,"2,69 €",pahuljice granole i kase 
Boom box zobena kaša šumsko voće badem 60 g,"1,09 €",pahuljice granole i kase 
Encian zobena kaša čokolada i chia 50g,"0,97 €",pahuljice granole i kase 
Kellogg's kukuruzne pahuljice 250 g,"4,19 €",pahuljice granole i kase 
Kellogg's pahuljice froot loops 375 g,"6,59 €",pahuljice granole i kase 
Encian zobena kaša malina chia 50 g,"0,97 €",pahuljice granole i kase 
Podravka lino žitne pahuljice punjene kakao kremom 250 g,"3,72 €",pahuljice granole i kase 
Podravka lino žitne pahuljice punjene mliječnom kremom 250 g,"3,72 €",pahuljice granole i kase 
Dobra zobena kaša šumsko voće 65 g,"1,17 €",pahuljice granole i kase 
Dobra zobena kaša čokolada 65 g,"1,17 €",pahuljice granole i kase 
Naturel muesli čokolada 350 g,"2,69 €",pahuljice granole i kase 
Breakfast keks integral cereals choco 160 g,"2,42 €",pahuljice granole i kase 
Naturel muesli s voćem 350 g,"2,69 €",pahuljice granole i kase 
Koestlin breakfast čajno pecivo s voćem 160 g,"2,42 €",pahuljice granole i kase 
Encian zobena kaša jabuka cimet chia 50 g,"0,97 €",pahuljice granole i kase 
"Staropramen svijetlo pivo 0,5 l","1,88 €",pivo 
"Pivo, 0,5 l, union","1,48 €",pivo 
"Stari lisac jabuka limenka 0,5 l","1,80 €",pivo 
"Heineken pivo limenka 0,33 l","1,45 €",pivo 
"Karlovačko pivo crno 0,5 l","1,72 €",pivo 
"Karlovačko pivo 0,33 l","1,40 €",pivo 
"Stella Artois svijetlo pivo 0,5 l","1,88 €",pivo 
"Stari Lisac Jabuka 0,5l","1,35 €",pivo 
"Vukovarsko pivo 0,5 l","1,75 €",pivo 
"Heineken silver limenka 0,5 l","1,98 €",pivo 
"Laško zlatorog svijetlo pivo 0,5 l","1,65 €",pivo 
"Holsten pivo limenka 0,5 l","1,18 €",pivo 
"Karlovačko pivo limenka 4x0,5 l","6,41 €",pivo 
"Pivo krušovice 0,5 l","1,72 €",pivo 
"Maxinger pivo pet 1,8 l","1,89 €",pivo 
Karlovačko pivo 2 l,"4,02 €",pivo 
"Maxinger pivo limenka 0,5 l","1,08 €",pivo 
"Staročeško pivo limenka 0,5 l","1,60 €",pivo 
"Ožujsko pivo 6×0,5 l 1 pak. 6 kom.","9,27 €",pivo 
"Beck's svijetlo pivo 0,5 l","1,75 €",pivo 
Holsten pivo 2 l,"3,12 €",pivo 
"Karlovačko pivo crno boca 0,5 l","1,44 €",pivo 
"Pivo Laško 0,5l","1,52 €",pivo 
"Heineken pivo 0,4 l","1,52 €",pivo 
"Ožujsko pivo 0,5 l","1,49 €",pivo 
"Karlovačko pivo 0,5 l","1,49 €",pivo 
"Tomislav 0,5 l","1,62 €",pivo 
"Zlatni pan pivo 0,5 l","1,16 €",pivo 
"Staropramen pivo 0,5 l","1,32 €",pivo 
"Krušovice 0,5 l","1,52 €",pivo 
"Pivo Nikšićko 0,5 l","1,56 €",pivo 
"Pivo Beck's 0,5 l","1,62 €",pivo 
"Pivo Karlovačko ledeno 0,5 l","1,46 €",pivo 
"Heineken svijetlo pivo 0,5 l","1,98 €",pivo 
Ožujsko pivo 2 l,"4,05 €",pivo 
"Lowenbrau svijetlo pivo 0,5 l","1,28 €",pivo 
"Somersby cider apple 0,5 l","2,22 €",pivo 
Lowenbrau svijetlo pivo 2 l,"3,22 €",pivo 
"Ožujsko pivo 4×0,5 l","4,49 €",pivo 
"Pan zlatni svijetlo pivo 0,5 l","1,09 €",pivo 
"Karlovačko pivo limenka 6x0,5 l","9,27 €",pivo 
"Heineken pivo limenka 4x0,5 l","7,17 €",pivo 
"Ožujsko svijetlo pivo 0,5 l","1,68 €",pivo 
"Ožujsko pivo 0,33l lim","1,48 €",pivo 
"Corona extra svijetlo pivo 0,355 l","2,49 €",pivo 
"Pivo Vukovarsko 0,5l","1,62 €",pivo 
"Karlovačko svijetlo pivo 0,5 l","1,68 €",pivo 
"Kozel lager premium svijetlo pivo 0,5 l","1,92 €",pivo 
"Pan zlatni svijetlo pivo 4×0,5 l","5,51 €",pivo 
"Pilsner urquell pivo 0,5 l","1,95 €",pivo 
Veritas vranac crno vino 1 l,"3,35 €",vino 
Baril vino bijelo pet 2 l,"3,88 €",vino 
Vino kvalitetno blatina hercegovinavino 1 l,"5,22 €",vino 
Baril vino crno 2 l pet,"3,88 €",vino 
"Dingač kvalitetno vino pelješac vina 0,75 l","6,02 €",vino 
"Vino crno cabernet sauvignon vina laguna 0,75","6,72 €",vino 
"Kutjevo vinograševina 0,187l","2,69 €",vino 
Diogen vino bijelo 1 l,"2,92 €",vino 
Vino kvalitetno maraština,"4,55 €",vino 
Vinea vranac kvalitetno crno vino 3 l,"11,59 €",vino 
Palihnić vino plavac kvalitetno 3l,"10,29 €",vino 
Diogen vino crno 1 l,"2,92 €",vino 
"Rose benkovac kvalitetno vino 0,75 l","7,22 €",vino 
"Vino crno dingač 0,75 l","22,72 €",vino 
Vina laguna merlot kvalitetno vino 1 l,"4,52 €",vino 
Palihnić rukatac kvalitetno bijelo vino 1 l,"5,18 €",vino 
Vina palihnić prošek desertno vino 1 l,"9,72 €",vino 
Dingač plavac kvalitetno crno vino 1 l,"5,68 €",vino 
Diogen vino kvalitetno cabernet sauvignon 1 l,"4,25 €",vino 
Hercegovina vino žilavka 1 l,"5,22 €",vino 
"Vino bijelo chardonnay orahovica 0,75 l","5,68 €",vino 
"Palihnić dingač 0,75 l","14,32 €",vino 
"Grande vento prosecco pjenušavo vino 0,75 l","11,32 €",vino 
Diogen vino kvalitetno merlot 1 l,"4,25 €",vino 
Diogen vino graševina kvalitetno 1 l,"4,99 €",vino 
Badel plavac mali kvalitetno crno vino 1 l,"6,28 €",vino 
"PZ Svirče Ivan Dolac eko 0,75 l","17,42 €",vino 
Vino bijelo pošip blato 1 l,"7,22 €",vino 
"Feravino Rose classic 0,75 l","6,22 €",vino 
"Vino bijelo rizling rajnski orahovica 0,75 l","5,92 €",vino 
"Badel pelješac plavac mali kvalitetno crno vino 0,75 l","4,99 €",vino 
Orahovica vino kvalitetno graševina 1 l,"5,68 €",vino 
"Syrah korlat vino crno 0,75 l","18,42 €",vino 
"Vino vrhunsko postup palihnić 0,75 l","13,82 €",vino 
"Vino crno cabernet sauvignon korlat 0,75 l","18,42 €",vino 
Diogen vino kvalitetno plavac 1 l,"3,42 €",vino 
Badel pelješac plavac mali crno vino 1 l,"6,28 €",vino 
Baril vino graševina pet 2 l,"5,22 €",vino 
Diogen vino graševina kvalitetno 3 l,"9,79 €",vino 
"Freixenet vino pjenušavo carta nevada 0,75 l","9,82 €",vino 
"Rose kutjevo 0,75 l","8,42 €",vino 
"Vino bijelo graševina vinogorje kutjevo 0,75 l","11,82 €",vino 
"Vinoplod babić kvalitetno crno vino 0,75 l","8,78 €",vino 
"Dalmacijavino orahovac liker 0,1 l","1,59 €",vino 
"Pz svirče plavac kvalitetno crno vino 0,75 l","8,98 €",vino 
"Vino crno t'ga za jug 0,75 l","6,32 €",vino 
"Badel plavac mali kvalitetno crno vino 0,75 l","6,72 €",vino 
Epsko vino vranac kvalitetno 2l,"6,02 €",vino 
"Graševina đakovo vino kvalitetno 0,75 l","5,98 €",vino 
Epsko vinograševina kvalitetno 2l,"6,02 €",vino 
"Blato pošip vino vrhunsko 0,75 l","11,02 €",vino 
"Vino bijelo graševina kutjevo 0,75 l","8,28 €",vino 
"Iločki podrumi traminac bijelo kvalitetno vino 0,75 l","8,55 €",vino 
"Madirazza vino dingač vrhunsko 0,75l","19,12 €",vino 
"Erdut vino gaševina kvalitetno 0,75 l","6,58 €",vino 
"Madirazza vino plavac mali suho 0,75 l","11,42 €",vino 
Tikveš vino vranec semi-dry 2020 1 l,"4,98 €",vino 
"Vinarija dingač plavac kvalitetno crno vino 0,75 l","6,02 €",vino 
"Erdutski vinogradi vino cabernet sauvignon 0,75 l","6,58 €",vino 
"Vino crno cuvee benkovac 0,75 l","7,22 €",vino 
"Vino bijelo pošip madirazza 0,75 l","14,82 €",vino 
"Vino bijelo malvazija vina laguna 0,75 l","9,62 €",vino 
Epsko vino vranac 3l,"8,78 €",vino 
Epsko vino graševina 3 l,"8,78 €",vino 
Vino crno vranac vinea makedonija 1 l,"4,88 €",vino 
"Chivas regal whisky extra 0,7 l","34,02 €",zestoka pica 
"Jack daniel's 0,7 l","27,54 €",zestoka pica 
Ballantine's finest scotch whisky 1 l,"24,02 €",zestoka pica 
"Badel pelinkovac gorki 0,10 l","2,09 €",zestoka pica 
Badel prima brand 1 l,"12,92 €",zestoka pica 
"Badel prima brand 0,1 l","1,99 €",zestoka pica 
Badel pelinkovac gorki 1 l,"17,72 €",zestoka pica 
Jack daniel's 500 ml,"20,42 €",zestoka pica 
Dioklecijanliker 1l,"13,32 €",zestoka pica 
"Maraska šljivovica 0,5l","9,32 €",zestoka pica 
"Maraska room 0,5 l","6,72 €",zestoka pica 
"Maraska šljivovica 0,1 l","1,99 €",zestoka pica 
"Absolut vodka 0,7 l","18,42 €",zestoka pica 
"Bacardi superior carta blanca rum 0,7 l","18,42 €",zestoka pica 
"Bombay sapphire london dry gin 0,7 l","27,02 €",zestoka pica 
"Badel rum domaći 0,1l","1,79 €",zestoka pica 
"Stock '84 0,1 l","2,12 €",zestoka pica 
"Smirnoff red label vodka 0,7 l","17,02 €",zestoka pica 
"Johnnie walker black label whiskey naked bottle 0,7 l","32,02 €",zestoka pica 
"Jameson whisky gb 0,7 l","26,02 €",zestoka pica 
"Badel pelinkovac liker antique 0,05 l","1,99 €",zestoka pica 
Maraska pelinkovac 1 l,"17,22 €",zestoka pica 
Moskva vodka 1 l,"10,42 €",zestoka pica 
"Tanqueray london dry gin 0,7 l","25,02 €",zestoka pica 
Maraska orahovac 1 l,"16,32 €",zestoka pica 
"Empiregin 0,1l","1,89 €",zestoka pica 
Dalmacijavino pelinkovac liker 1 l,"14,62 €",zestoka pica 
"Maraska orahovac 0,1 l","1,99 €",zestoka pica 
Maraska room 1 l,"8,49 €",zestoka pica 
Stock 84 1 l,"15,32 €",zestoka pica 
"Gordon's dry gin 0,7 l","20,42 €",zestoka pica 
"Maraska room 0,10 l","1,29 €",zestoka pica 
"Vigor vodka 0,1 l","1,99 €",zestoka pica 
"Ballantine's finest scotch whisky 0,7 l","17,52 €",zestoka pica 
Maraska kruškovac 1 l,"10,32 €",zestoka pica 
Maraska šljivovica 1 l,"12,79 €",zestoka pica 
"Aperol aperitivo alkoholno piće 0,7 l","18,42 €",zestoka pica 
"Beefeater gin 0,7 l","20,42 €",zestoka pica 
Maraska cosmopolitan vodka 1 l,"12,52 €",zestoka pica 
Badel travarica rakija 1 l,"13,62 €",zestoka pica 
Maraska gin empire 1 l,"13,92 €",zestoka pica 
"Vinoplod šibenik travarica rakija 0,1 l","1,49 €",zestoka pica 
"Badel prima brand 0,5 l","8,22 €",zestoka pica 
"Moskva vodka 0,1 l","1,65 €",zestoka pica 
Domaći B Zvečevo 1 l,"11,82 €",zestoka pica 
"Great housegin 0,1l","1,59 €",zestoka pica 
Badel svatovski kruškovac 1 l,"10,32 €",zestoka pica 
Badel gin sax 1 l,"17,22 €",zestoka pica 
"Dalmacijavino liker pelinkovac 0,1 l","1,77 €",zestoka pica 
Vigor vodka original 1 l,"13,42 €",zestoka pica 
"Jagermeister 0,7 l","17,42 €",zestoka pica 
"Johnnie walker red label blended scotch whisky 0,7 l","15,82 €",zestoka pica 
Vinoplod travarica 1 l,"16,12 €",zestoka pica 
"Badel pelinkovac liker 0,7 l","13,42 €",zestoka pica 
"Maraska pelinkovac liker 0,1 l","1,29 €",zestoka pica 
"Maraska votka 0,1 l","1,29 €",zestoka pica 
"Badel hrvatska stara šljivovica 0,1 l","2,02 €",zestoka pica 
"Badel pelinkovac antique 0,7 l","18,22 €",zestoka pica 
"Sky cola 0,5 l","1,09 €",gazirana pica 
"Pro game piće višnja 0,5 l","1,65 €",gazirana pica 
"Pro game piće mango marelica 0,5 l","1,65 €",gazirana pica 
Coca-Cola Zero Sugar 500 ml,"1,30 €",gazirana pica 
Coca-Cola Zero 330 ml,"1,28 €",gazirana pica 
Coca cola zero sugar limun 500 ml,"1,30 €",gazirana pica 
"Fanta orange zero 0,5 l","1,30 €",gazirana pica 
"Pipi mandarina lubenica limenka 0,33 l","1,30 €",gazirana pica 
Schweppes pink tonic style 1 l,"2,12 €",gazirana pica 
"Fanta orange gazirani napitak 0,33 l","1,22 €",gazirana pica 
"Pipi 1,5 l","2,15 €",gazirana pica 
"Pipi mandarina lubenica 0,5 l","1,36 €",gazirana pica 
Coca-Cola 330 ml,"1,28 €",gazirana pica 
Coca-cola 500 ml,"1,30 €",gazirana pica 
"Schweppes bitter lemon 1,5 l","2,55 €",gazirana pica 
"Schweppes indian tonic water 1,5 l","2,55 €",gazirana pica 
Schweppes bitter lemon 500 ml,"1,50 €",gazirana pica 
Schweppes tangerine 500 ml,"1,50 €",gazirana pica 
"Cockta original 0,5 l","1,60 €",gazirana pica 
Fanta orange 500 ml,"1,30 €",gazirana pica 
Sprite 500 ml,"1,30 €",gazirana pica 
"Fanta shokata 0,5 l","1,30 €",gazirana pica 
"Pepsi gazirani napitak 0,33 l","1,03 €",gazirana pica 
Coca-cola zero sugar 2 l,Ponuda,gazirana pica 
Coca-cola 2 l,"2,45 €",gazirana pica 
Sodo gazirano piće naranča 2 l,"1,22 €",gazirana pica 
Sodogazirano piće cola 2l,"1,18 €",gazirana pica 
Sodo gazirano piće limun 2 l,"1,22 €",gazirana pica 
"Mirinda naranča 0,5 l","0,89 €",gazirana pica 
"Pipi narančada 0,33 l","1,38 €",gazirana pica 
Fanta orange 2 l,"2,45 €",gazirana pica 
Coca-cola 1 l,"1,30 €",gazirana pica 
Sky cola 2 l,"1,95 €",gazirana pica 
"Cockta original 1,5 l","2,12 €",gazirana pica 
"Pipi gazirano piće s okusom naranče 0,5 l","1,30 €",gazirana pica 
"Hidra up napitak 0,5 l","1,40 €",gazirana pica 
"Hidra iso izotonično piće limun 0,33 l","1,12 €",gazirana pica 
"Hidra up! funkcionalno piće naranča 0,33 l","1,15 €",gazirana pica 
"Sky cola 0,33 l","1,09 €",gazirana pica 
"Pepsi cola 1,5 l","1,98 €",gazirana pica 
Pipi gazirano piće s okusom naranče 2 l,"2,45 €",gazirana pica 
"Jana prirodna negazirana voda 0,75 l","1,05 €",negazirana pica 
"Jana limited edition kokos 0,5 l","1,49 €",negazirana pica 
Sok to naranča jabuka 1 l,"1,59 €",negazirana pica 
Cappy lemonade limun 400 ml,"1,22 €",negazirana pica 
"Vindija vindi cocktail negazirani napitak naranča i jabuka 0,25 l","0,69 €",negazirana pica 
"Vindi sok cocktail mandarina naranča 0,25l","0,69 €",negazirana pica 
Fuzetea peach hibiscus 500 ml,"1,40 €",negazirana pica 
"Fuzetea šumsko voće 0,5 l","1,40 €",negazirana pica 
"Fuzetea limun 0,5 l","1,40 €",negazirana pica 
"Yippy jabuka 0,2 l","0,79 €",negazirana pica 
"Yippy naranča 0,2 l","0,79 €",negazirana pica 
"Vindija vindi nektar borovnica jabuka aronija 0,2 l","0,79 €",negazirana pica 
Cedevita fresh naranča 340 ml,"1,45 €",negazirana pica 
Cedevita fresh limun 340 ml,"1,38 €",negazirana pica 
Cedevita bazga i limun 900 g,"6,89 €",negazirana pica 
Cappy pulpy naranča 1 l,"2,02 €",negazirana pica 
Cappy pulpy naranča 330 ml,"1,38 €",negazirana pica 
Cappy sok naranča 100% 330 ml,"1,80 €",negazirana pica 
